INDEX;DATE;FILE_NAME;TIME_SET;DATE_OF_FIRST_PACKAGE;DATE_OF_LAST_PACKAGE
0;24-04-12_00-38-26-074582;session_24-04-12_00-38-26-074582.csv;30;2.234000000025844;30.062999999994645
1;24-04-12_00-41-06-472659;session_24-04-12_00-41-06-472659.csv;30;2.2969999999913853;30.14100000000326
2;24-04-12_15-54-26-162660;session_24-04-12_15-54-26-162660.csv;30;3.01500000001397;30.71899999998277
3;24-04-12_16-05-05-870707;session_24-04-12_16-05-05-870707.csv;30;2.0929999999934807;30.90600000001723
4;24-04-12_16-16-04-979393;session_24-04-12_16-16-04-979393.csv;30;1.8439999999827705;30.75
5;24-04-12_16-19-42-970355;session_24-04-12_16-19-42-970355.csv;30;2.1410000000032596;30.01600000000326
6;24-04-17_09-05-38-259648;session_24-04-17_09-05-38-259648.csv;30;0.5620000000053551;30.389999999999418
